,provided_split,passage,question,response,label,passage_id,question_id,answer_id,answer,gpt5_score,misspelled,paraphrased,capitalization_change,punctuation_change,date_reformatted,numeric_words
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ",What major public health initiatives were first passed in California?,"California first required smog checks, anti-tobacco initiatives, and bike helmet laws.",1,259,2886,15310,"California was first to pass smog checks for clean air, anti-tobacco initiatives (including bans on smoking in workplaces, bars and restaurants), and bike helmet laws.",4,0,1,0,0,0,0
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ","In 1998, which state became the first to ban smoking in work places?",California,1,259,2887,15317,California.,4,0,1,0,0,0,0
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ",What does the rest of the county think of California as according to Mark Horton?,The rest of the country views California as a laboratory for public health initiatives.,1,259,2889,15333,"He said the rest of the country sees California as a ""laboratory"" for moving forward with various health and safety initiatives (a testing ground for new policies).",4,0,1,0,0,0,0
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ",Why do some advocates believe that California is a forward thinking vanguard?,"California's health and safety laws are often emulated by other states, as it has led progressive initiatives in tobacco control, environmental protection, and obesity prevention.",1,259,2891,15345,"Because California has repeatedly been first to enact major public‑health and safety laws—such as smog checks, anti‑tobacco measures, bike‑helmet laws and the 1998 ban on smoking in workplaces/bars/restaurants—and these progressive initiatives are often adopted by other states, so advocates see California as a laboratory and leader for forward‑thinking policies.",4,0,1,0,0,0,0
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ",What rules exist throughout the country because of a California ban?,"Bans on smoking in workplaces, bars, and restaurants since 1998.",1,259,2893,15360,"Bans on smoking in workplaces, bars, and restaurants (smoking bans).",4,0,1,0,0,0,0
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ",What rules exist throughout the country because of a California ban?,"Bans on smoking in workplaces, bars, and restaurants.",1,259,2893,15363,"Bans on smoking in workplaces, bars, and restaurants (smoking bans).",4,0,1,0,0,0,0
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ",What was the initial feeling about these major public health initiatives?,"Initially met with skepticism and ridicule, they became standard practice in other states.",1,259,2896,15384,They were initially met with skepticism and ridicule.,4,0,1,0,0,0,0
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ",What brought about the perception that California has more safety and health conscious individuals?,"California has 151,002 health and safety laws, and its residents generally have healthy habits, ranking 10th in physical activity, 4th in healthy blood pressure, and 5th in diets rich in fruits and vegetables, according to America's Health Rankings.",1,259,2900,15412,"California’s reputation comes from its pioneering public-health and safety laws (e.g., smog checks, anti-tobacco measures, helmet laws, workplace smoking bans, and many recent restrictions) combined with data showing Californians generally have healthier habits and high rankings for physical activity, healthy blood pressure and diets rich in fruits and vegetables.",4,0,1,0,0,0,0
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ",The former director of the California Department of Public health is a professor at which university?,UC Berkeley,1,259,2901,15417,"University of California, Berkeley (UC Berkeley)",4,0,1,0,0,0,0
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ",The former director of the California Department of Public health is a professor at which university?,UC Berkeley,1,259,2901,15418,"University of California, Berkeley (UC Berkeley)",4,0,1,0,0,0,0
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ",What are a few public health initiatives that California passed?,"Antiobesity, antismoking initiatives, smog checks, and bike helmet laws.",1,259,2902,15425,"Examples include requiring smog checks, anti-tobacco measures (e.g., banning smoking in workplaces, bars and restaurants), bike helmet laws, and more recent laws such as banning shark fin imports, requiring medical clearance for student athletes after head injuries, banning teens from tanning booths, and prohibiting the sale of caffeinated beer.",4,0,1,0,0,0,0
train,train,"(CNN) -- Beyond skateboards, Silicon Valley and hippies, California has a trendsetting streak of a different kind. The state has been first to pass major public health initiatives that have spread throughout the country. California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws. While these laws were met with skepticism and ridicule, they've often become standard practice in other states. The Golden State was first to ban smoking in workplaces, bars and restaurants in 1998. Now similar rules exist throughout the country. Some advocates tout the state as a forward-thinking vanguard in which its health and safety laws are routinely emulated by other states. ""There have been progressive legislations in tobacco, environment and obesity prevention,"" said Mark Horton, a lecturer at the University of California Berkeley School of Public Health. ""In some respect, the rest of the country looks to California as a laboratory for moving forward with those various types of initiatives."" But some critics liken the Golden State to a nanny state. California has 151,002 health and safety laws. ""It never ends,"" said Laer Pearce, who works in public affairs in Orange County. ""Every year, several hundred bills come through and dozens of them tell us how to live our lives."" Starting in January, 760 new California laws went into effect -- for example, the importing of shark fins is prohibited, student athletes are required to have medical clearance after suffering a head injury, teens are banned from using tanning booths and the sale of caffeinated beer is forbidden. There's a perception that California has ""more folks who are health-oriented and more health-minded,"" said Horton, former director of the California Department of Public Health. It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods. Californians in general tend to have healthier habits, ranking 10th for physical activity, fourth for healthy blood pressure and fifth for a diet high in fruits and vegetables compared with other states, according to America's Health Rankings. ",Why might someone say California is a lab for moving forward with new initiatives?,California tests public health and environmental initiatives that other states adopt.,1,259,2904,15443,"Because California often enacts pioneering public health and safety laws first—such as smog checks, anti-tobacco initiatives, bike helmet laws and the 1998 workplace smoking ban—that are later adopted by other states, so experts call it a laboratory for testing and moving forward with new initiatives.",4,0,1,0,0,0,0
train,train,"On Thursday Fort Waelhem succumbed after a magnificent resistance. The garrison held it until it was a mere heap of ruins, and, indeed, they had the greatest difficulty in making their way out. I think that there is very little doubt that the Germans were using against these forts their largest guns, the great 42-centimetre howitzers. It is known that two of these were brought northwards past Brussels after the fall of Maubeuge, and a fragment which was given to us was almost conclusive. It was brought to us one morning as an offering by a grateful patient, and it came from the neighbourhood of Fort Waelhem. It was a mass of polished steel two feet long, a foot wide, and three inches thick, and it weighed about fifty pounds. It was very irregular in shape, with edges sharp as razors, without a particle of rust upon it. It had been picked up where it fell still hot, and it was by far the finest fragment of shell I have ever seen. Alas we had to leave it behind, and it lies buried in a back-garden beside our hospital. Some day it will be dug up, and will be exhibited as conclusive evidence that the Germans did use their big guns in shelling the town. ",Was the gun fragment large or small?,"Large—two feet long, a foot wide, three inches thick, and weighing fifty pounds.",1,260,2905,15449,"Large — it was described as two feet long, a foot wide, three inches thick and weighing about fifty pounds.",4,0,1,0,0,0,0
train,train,"On Thursday Fort Waelhem succumbed after a magnificent resistance. The garrison held it until it was a mere heap of ruins, and, indeed, they had the greatest difficulty in making their way out. I think that there is very little doubt that the Germans were using against these forts their largest guns, the great 42-centimetre howitzers. It is known that two of these were brought northwards past Brussels after the fall of Maubeuge, and a fragment which was given to us was almost conclusive. It was brought to us one morning as an offering by a grateful patient, and it came from the neighbourhood of Fort Waelhem. It was a mass of polished steel two feet long, a foot wide, and three inches thick, and it weighed about fifty pounds. It was very irregular in shape, with edges sharp as razors, without a particle of rust upon it. It had been picked up where it fell still hot, and it was by far the finest fragment of shell I have ever seen. Alas we had to leave it behind, and it lies buried in a back-garden beside our hospital. Some day it will be dug up, and will be exhibited as conclusive evidence that the Germans did use their big guns in shelling the town. ",What town was the gun fragment found in?,Fort Waelhem,1,260,2907,15461,Fort Waelhem,4,0,1,0,0,0,0
train,train,"On Thursday Fort Waelhem succumbed after a magnificent resistance. The garrison held it until it was a mere heap of ruins, and, indeed, they had the greatest difficulty in making their way out. I think that there is very little doubt that the Germans were using against these forts their largest guns, the great 42-centimetre howitzers. It is known that two of these were brought northwards past Brussels after the fall of Maubeuge, and a fragment which was given to us was almost conclusive. It was brought to us one morning as an offering by a grateful patient, and it came from the neighbourhood of Fort Waelhem. It was a mass of polished steel two feet long, a foot wide, and three inches thick, and it weighed about fifty pounds. It was very irregular in shape, with edges sharp as razors, without a particle of rust upon it. It had been picked up where it fell still hot, and it was by far the finest fragment of shell I have ever seen. Alas we had to leave it behind, and it lies buried in a back-garden beside our hospital. Some day it will be dug up, and will be exhibited as conclusive evidence that the Germans did use their big guns in shelling the town. ",What did the gun fragment look like?,"It was a polished steel mass, two feet long, a foot wide, three inches thick, weighing about fifty pounds, irregular in shape with razor-sharp edges and no rust.",1,260,2908,15463,"A mass of polished steel about two feet long, one foot wide and three inches thick, weighing about fifty pounds; very irregular in shape with edges sharp as razors, without any rust and picked up where it fell still hot.",4,0,1,0,0,0,0
train,train,"Joe's parents are farmers and they have a huge farm with cows, chickens, and ducks. Joe loves the farm and all the things he gets to play around and play on. One day, Joe's father told him not to get near a tractor that was sitting in the field. His father was worried that Joe would climb on it and hurt himself. Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near. He knew that climbing on the tractor wouldn't hurt anything, so he did. He climbed on to the seat and sat there. Then, he pretended he was his father and pretended that he was driving the tractor. Joe's father saw him playing on the tractor and called for him. Joe heard his father calling for him and got off the tractor really fast. When he did that, he fell off and hurt his arm. Joe was in pain and his father came running to check on him and picked him up and sat him on a bench and asked him why he did that. Joe looked at his father and said, ""I wanted to be like you."" Joe's father gave him a hug and asked him if he wanted to ride with him on the tractor. Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor. ",How did Joe hurt his arm?,He quickly got off the tractor when his dad called him.,1,262,2934,15553,"He fell off the tractor when he got off quickly after hearing his father, and hurt his arm.",4,0,1,0,0,0,0
train,train,"Joe's parents are farmers and they have a huge farm with cows, chickens, and ducks. Joe loves the farm and all the things he gets to play around and play on. One day, Joe's father told him not to get near a tractor that was sitting in the field. His father was worried that Joe would climb on it and hurt himself. Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near. He knew that climbing on the tractor wouldn't hurt anything, so he did. He climbed on to the seat and sat there. Then, he pretended he was his father and pretended that he was driving the tractor. Joe's father saw him playing on the tractor and called for him. Joe heard his father calling for him and got off the tractor really fast. When he did that, he fell off and hurt his arm. Joe was in pain and his father came running to check on him and picked him up and sat him on a bench and asked him why he did that. Joe looked at his father and said, ""I wanted to be like you."" Joe's father gave him a hug and asked him if he wanted to ride with him on the tractor. Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor. ",Why Joe's father told him not to get near a tractor?,His father was concerned Joe might climb on it and get hurt.,1,262,2939,15578,Because he was worried Joe might climb on the tractor and hurt himself.,4,0,1,0,0,0,0
train,train,"Joe's parents are farmers and they have a huge farm with cows, chickens, and ducks. Joe loves the farm and all the things he gets to play around and play on. One day, Joe's father told him not to get near a tractor that was sitting in the field. His father was worried that Joe would climb on it and hurt himself. Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near. He knew that climbing on the tractor wouldn't hurt anything, so he did. He climbed on to the seat and sat there. Then, he pretended he was his father and pretended that he was driving the tractor. Joe's father saw him playing on the tractor and called for him. Joe heard his father calling for him and got off the tractor really fast. When he did that, he fell off and hurt his arm. Joe was in pain and his father came running to check on him and picked him up and sat him on a bench and asked him why he did that. Joe looked at his father and said, ""I wanted to be like you."" Joe's father gave him a hug and asked him if he wanted to ride with him on the tractor. Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor. ",What three things did Joe get from his dad after he had fallen off the tractor?,"A hug, a bandage, and a tractor ride.",1,262,2941,15587,"A hug, a bandage on his arm, and a ride on the tractor.",4,0,1,0,0,0,0
train,train,"Joe's parents are farmers and they have a huge farm with cows, chickens, and ducks. Joe loves the farm and all the things he gets to play around and play on. One day, Joe's father told him not to get near a tractor that was sitting in the field. His father was worried that Joe would climb on it and hurt himself. Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near. He knew that climbing on the tractor wouldn't hurt anything, so he did. He climbed on to the seat and sat there. Then, he pretended he was his father and pretended that he was driving the tractor. Joe's father saw him playing on the tractor and called for him. Joe heard his father calling for him and got off the tractor really fast. When he did that, he fell off and hurt his arm. Joe was in pain and his father came running to check on him and picked him up and sat him on a bench and asked him why he did that. Joe looked at his father and said, ""I wanted to be like you."" Joe's father gave him a hug and asked him if he wanted to ride with him on the tractor. Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor. ",What kinds of animals did Joe's father have on his farm?,"Horses, cows, chickens, and ducks.",1,262,2942,15591,"Cows, chickens, and ducks (the farm also had horses that Joe fed).",4,0,1,0,0,0,0
train,train,"Joe's parents are farmers and they have a huge farm with cows, chickens, and ducks. Joe loves the farm and all the things he gets to play around and play on. One day, Joe's father told him not to get near a tractor that was sitting in the field. His father was worried that Joe would climb on it and hurt himself. Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near. He knew that climbing on the tractor wouldn't hurt anything, so he did. He climbed on to the seat and sat there. Then, he pretended he was his father and pretended that he was driving the tractor. Joe's father saw him playing on the tractor and called for him. Joe heard his father calling for him and got off the tractor really fast. When he did that, he fell off and hurt his arm. Joe was in pain and his father came running to check on him and picked him up and sat him on a bench and asked him why he did that. Joe looked at his father and said, ""I wanted to be like you."" Joe's father gave him a hug and asked him if he wanted to ride with him on the tractor. Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor. ",What kinds of animals did Joe's father have on his farm?,"Cows, chickens, ducks, and horses.",1,262,2942,15595,"Cows, chickens, and ducks (the farm also had horses that Joe fed).",4,0,1,0,0,0,0
